extraction_pressure,temperature,ground_size,extraction_time,dose_size,bean_type,processing_method,acidity,strength,sweetness,fruitiness,maltiness
6.331731119758382,85.0764734358431,902.841899659402,28.3920012485558,18.509150125520787,arabica,washed,2.444346840117139,4.307036988532916,2.851166618795813,1.2291332694102632,4.536876011439272
1.4180537144799796,90.61822032835322,668.0247633975366,24.95461979002315,16.170670164276057,robusta,washed,5.457690214875141,1.2805443734564603,4.10113057893362,6.46377475937525,1.6314289258459351
6.467903667112945,89.59152103463657,815.3301731874835,27.119453573025233,16.42991682052836,blend,natural,6.052065435326548,4.718725298002725,3.247742894091753,4.883011775193179,3.1290396655339823
2.5347171131856236,87.44318591517803,552.3733837946729,35.15692220928738,22.61510631717472,arabica,washed,3.521732890999706,3.0179219728490554,3.9647508531439026,3.5746413811615607,6.910113247044958
1.5854643368675156,86.31851904067051,619.2134961637232,20.287869772595116,21.18218063316261,blend,natural,4.933844197931681,3.342828667955979,1.1683144362492826,3.6499946242696213,1.660496135814076
9.539969835279999,88.71376688543991,543.2659244369775,22.321452810138325,16.011226761227903,arabica,washed,6.791842945067652,7.084864258393272,1.4377469495507427,2.158193191045216,1.8928011752503715
9.690688297671034,95.37200674303772,275.71868901824007,20.920052840435055,15.841068061149974,robusta,washed,9.193632249323842,6.519574227284728,4.481730554000401,6.4880843603282665,0.7377105062333139
8.275576133048151,88.55523225222831,750.2069037353548,20.814576046379404,22.0096913145912,blend,natural,6.401978202453452,8.468595337370669,4.120556100822383,2.593328885376037,2.0451219032692363
3.741523922560336,90.70669683917703,352.6951261967702,37.10921168022014,15.727630063641936,arabica,natural,2.5697399562509666,1.8384732417721736,2.486013847130189,5.918883452024365,5.434533070891499
1.8790490260574548,92.73320854784696,121.88436978830845,34.07315718760047,23.218600592903563,robusta,washed,4.121202188645467,2.748649337702534,7.278797702487089,7.280902202574965,7.332935038737483
7.158097238609412,88.99992562617223,680.9250663164511,29.483476581746505,22.062422271564962,blend,natural,4.486595625154311,4.990136488278184,0.8218539101244533,4.529787351572072,5.413596063555062
4.961372443656412,95.68960290993057,259.399611466344,21.95668321302003,15.813487806418998,blend,washed,8.902991988962617,4.424760818811378,8.838835055919628,7.866767504696618,2.2323666908003945
2.0983441136030097,95.58692024436323,946.4127259176229,29.832317502336647,15.84837714085192,arabica,natural,7.386225020756651,1.6878244604333794,7.398283028683364,9.315058772793652,3.5448715481290716
5.456592191001432,87.76960525407901,958.5357193023286,29.469435415611315,24.866395785011754,arabica,honey,3.8891219065315656,6.0111166384753165,2.9674250459857237,2.8947423315005416,5.811015936897121
1.3094966900369656,90.46973356481624,923.3779511984037,23.464037398200304,18.7427079575612,arabica,honey,6.644244481707512,1.8165780064334571,3.7569924033318207,7.561242653326095,2.326237313879657
9.18388361870904,88.30966140798446,433.14283022989997,28.67703298475946,18.706421470668907,robusta,honey,3.7336467452350415,5.827515879666544,3.4801887778938316,2.5491205521771043,4.896130154281757
3.3290198344001523,88.13324543815214,113.91095487598068,27.97009468794747,23.127995672575025,arabica,honey,4.098539384123033,6.484561997909461,2.57669419765997,5.032268627265283,4.706176785200705
6.962700559185838,85.40575642089986,935.4867063289529,32.317001961044326,24.472485773838585,blend,honey,2.630185348099958,6.977056072238139,3.2785278765993917,0.0,6.7430979141272225
3.8053996848046987,91.70520767377886,485.3657334855829,32.701873017352874,24.860010638228708,blend,washed,5.053072698500342,5.333054968184659,4.908252124612406,6.588047065817947,7.156705908623535
5.680612190600297,90.52946925551748,969.9893371393026,20.90608019544089,22.533781852589417,arabica,honey,6.874525512826015,6.027125377302955,4.7228063384186445,5.714480196125241,2.27929936482795
5.920392514089517,85.56626626374988,967.2579793803276,27.492252292529425,18.762595855309158,arabica,honey,3.6148981877044117,4.8179014937831015,1.4897737476623338,1.7283104114838839,3.32672455963337
2.6636900997297435,88.06511110660273,867.708509920624,32.51719831428473,15.835007166986689,blend,honey,3.7165091685003055,1.7371849311569805,3.101193705238186,5.232860521920801,4.764301343463816
9.726261649881026,94.9909247456332,365.00400286262715,30.062725171601755,22.771469159274368,robusta,honey,5.668823760349847,7.715905451410697,6.764226403374172,6.159391461734376,6.026546139431802
7.976195410250031,87.6351807973367,446.58795574173274,37.12979682376644,20.58404249735805,arabica,natural,2.0555955859110684,6.892556773844049,0.4149648318451468,3.49481426428264,6.75858362118677
9.455490474077703,86.59384359300346,866.0230043651712,33.1738726323789,19.242220092469765,arabica,washed,1.8770606992919616,8.292365142110809,0.6697839066877341,3.0570579671746416,5.745521792132893
9.053446153848839,90.3839803630532,385.2298046406499,23.258688541628594,24.06354385094736,blend,honey,7.248113722663846,9.345759594990682,4.960563199390296,3.491504619776156,2.937049396418045
6.381099809299767,95.8421549952166,252.54347201748323,21.411374948008596,16.111974823061512,arabica,honey,9.174186988873478,5.47634673424975,6.940147436610196,7.869430094475717,1.5519006448224695
9.296868115208051,87.66260798662651,601.1211362125151,32.84838556412631,19.92625104290859,robusta,honey,1.6105664006188456,6.673947565836277,2.522038608876927,3.1167192386948983,4.832540734285137
1.7964325184672756,92.39349102146467,942.5392967447028,20.530226210832435,15.113536447674191,blend,washed,7.319228401209234,0.0,5.49494721111196,8.7690995613946,0.0
2.763845761772307,93.37781576861589,726.4268170074757,31.715511625469265,19.686606419941263,arabica,natural,5.732435328198008,2.7883286424248483,6.261838523089558,7.3771296742721795,5.483391604380227
1.4070456001948426,87.6140129839164,613.0550530804285,38.80460482849915,15.563032756818373,blend,washed,1.3611516414911864,0.8615519040716855,2.0462251131177527,4.133730098120976,7.677746627130663
3.927972976869379,93.01037983473046,187.45884439369166,31.50948355751758,16.18817916268072,arabica,natural,4.9487368584967,3.62195637545505,4.1982464944972735,6.9530424092154774,4.345837067180685
4.498095607205338,89.04561445991179,653.5065040292527,27.763398524130437,16.17526246777105,arabica,honey,5.424858358783072,1.5943816075940727,3.7688780212955657,3.303259189370325,2.759083376912984
3.442141285965063,91.95536413652937,991.048465093837,32.86576436884707,21.492103021160638,arabica,honey,3.559703780032886,4.929126800841713,4.017359746193919,5.900809406029382,7.1708431463379005
8.458637582367365,91.96882681836985,226.07561371287164,29.165057809830333,22.460448792654233,robusta,washed,5.77600485570971,7.388216254404086,5.223559909179846,4.198555025308059,4.183814598952483
4.210779940242304,90.89352152482235,566.4966871273631,30.9123357863187,20.833687650971598,robusta,washed,3.987159703529917,3.8824072995532717,2.202709201240057,5.077967087512364,3.9794836913970952
3.5284105871864266,85.99318747059849,889.6357647351599,38.8292961755305,24.62172548474542,blend,natural,0.0,4.029871457573343,3.450875867436136,2.69451426779578,9.131713973246518
5.884264748424236,94.18832745148161,766.691755978784,27.722052756015486,18.74870579523704,arabica,natural,7.229472713292122,3.2286337538212626,6.8738148002254995,7.505794695351994,3.3711074706345467
2.2683180247728636,88.5285807146891,727.3141668957412,39.22381127647829,17.857120862818608,arabica,washed,0.8299827340872988,2.648943903068877,3.636569019158963,6.062139067683167,6.8574842429601475
8.219772826786357,87.05170361439839,732.2356755883983,38.107012839121275,23.6859912818946,robusta,natural,0.8561797103083418,7.56401000038718,3.816088981248234,1.0641641107045983,8.819647100676042
1.6709557931179373,85.4485265571024,423.54203609777966,23.915822695785927,17.235958385194525,arabica,washed,5.244091602762502,0.588909324305393,3.630311656278148,3.7792276919807644,2.131117075745782
9.881982429404655,91.49982237507066,364.232659838044,21.38722601750331,24.632225394406113,robusta,natural,7.442591400383918,7.998671364368378,5.871773306790238,4.072283871498219,2.497660524759946
7.9502029236699165,92.4532079802651,828.4250399306623,22.01556002754853,15.121544746898163,arabica,washed,8.688286182164946,4.379053822719902,3.0336330072177873,5.462624348749646,0.1001149072740661
2.7884411338075514,85.18246611820642,829.1020552112627,20.364436513030995,24.698788267076388,blend,washed,4.6151780364179364,5.70155790857009,0.0,2.9864256874956463,2.9891981078037695
1.0496990541124216,90.63302364129208,880.3650867220933,21.88885921511857,15.431599119505762,arabica,washed,7.7199800912454535,0.2303729274436253,3.7047754233924444,5.651386111168971,1.2449352578853132
8.339152856093508,87.49145352717731,921.9164973008242,33.66013546832714,23.91143113698071,arabica,natural,3.636599365894675,6.397564312205684,2.953943837669092,2.4421271215333635,6.860710431104252
7.361716094628554,92.09690069450394,560.2081589748441,21.42377296920458,20.277011090863,robusta,natural,6.327811529308898,5.807365838560993,5.690403241394032,5.598607955954982,2.8972370760551818
7.561064512368886,86.91803071905491,551.3646652184797,26.379512605875227,24.929647961193005,arabica,natural,3.8735746388172454,7.356998231777342,1.3980356166548429,2.41148843875383,4.006917279962369
7.941433120173512,92.60031511912713,818.4656610700977,36.897506219389086,15.737965647353988,arabica,washed,4.287641950468821,2.7389373515224813,5.723276115833071,5.838703882238808,5.267565159598196
1.6664018656068134,89.25408880930591,684.9675376999886,20.465438714716516,20.538542844013207,robusta,natural,7.007870220357076,2.4465846951168575,2.6713556455572665,7.4737664763641165,1.1561828775626695
4.226191556898454,95.30402987610408,731.770189531933,36.28936965177871,24.69302535619099,blend,natural,5.4803515543017305,5.163790763876453,6.022146644760728,8.065086513399493,7.985429927649813
2.0428215357261674,86.51273038560592,816.2134024924909,25.637095495468,20.230978441701488,blend,washed,4.050873459120799,3.105448703094606,0.5136071826506023,3.1145397027670447,3.4216381536842344
8.767930832880342,88.75172986155285,901.0048076358097,22.363296552433127,21.293986381352624,robusta,honey,6.453814207956594,8.460287145739592,2.3621590500222363,2.3040370195777133,2.2506957032023047
6.609683141448022,86.24820873364648,404.19564116638225,33.934743307283014,21.957486889846173,robusta,washed,1.8736234409489874,6.998534606820495,0.12830284946110487,1.427395590203004,6.764900127864555
3.9780822236738427,95.17162980106419,438.02465737594963,32.57885693559768,19.545410647677734,robusta,natural,7.062479814305773,3.5208318912199985,5.254799477271006,8.059914714406947,4.808003500239747
1.5720251525742128,94.6507328871908,184.58374585678212,37.549440270541055,21.275580800840636,robusta,washed,4.752510096643324,2.033614630440064,7.412570850888453,10.0,8.493705938102917
3.79884089544096,87.8373579048667,620.4521268965566,34.70142087607772,20.843143119231,robusta,honey,2.693002402965642,5.930716543240955,1.6378831896172277,5.002842563679738,6.521912317744446
3.9266498982407234,92.25982450637596,132.34804641706788,36.06961860769697,24.01158010490989,blend,washed,3.668066369430043,5.270462313267662,8.176650767056062,6.226053611559767,8.424292483550053
7.566455605042576,93.98944420221338,519.0382163192141,25.64069145142613,15.454463803414578,blend,natural,7.357550485848399,4.659322043814819,6.605659534650632,5.953018120377939,2.3748631850510966
6.738017242196918,91.10720892759409,588.380171236819,23.548790875594456,17.8096318959223,robusta,honey,6.755622745914531,4.8141078167558495,4.770205835007229,5.404517943625391,2.2596899482732478
8.98491468318694,90.82615636191608,357.88712691545595,35.012295032817164,24.504114840765588,arabica,natural,3.9333049513656517,8.56311567355511,3.097461594046707,3.6483473428048256,7.854396227352986
5.249934326457543,87.66037519990496,631.7499345121097,36.136694785345284,23.902637838909165,robusta,honey,1.65888708849692,5.667263357053357,3.6878399682474816,3.7681838795136153,8.034922709606976
2.0763482134447155,86.0241304458649,127.45022494514448,39.81010284001347,19.55656752785713,arabica,honey,0.4081118797529112,2.253010566267259,0.8010253919587775,3.3841348475645328,8.417182549895093
7.419203085006955,94.86937333748659,133.61336987429297,28.25235353822853,21.20132597801537,robusta,washed,8.828208579104398,6.0946429313081545,6.281699618076271,6.018002900389026,5.182466403022449
7.847065437552077,94.90459862879663,840.3405045936925,27.440361715855666,17.773811829811326,robusta,washed,8.211323940445938,5.366949385094194,10.0,8.406426579104096,3.4518858448729377
6.051494778125466,91.96411603000595,424.1715772701366,35.528259214839935,16.881211597237613,blend,natural,3.7578827540116477,3.774206658448797,4.72281460276834,7.273029334687892,6.349761864818126
7.938704619591049,88.72932770153571,214.3544613866963,26.816070805060356,19.63698404939982,arabica,washed,5.9651565797330495,5.765493744463824,4.497259896762902,2.569126695235991,3.500743771759925
5.444160367279517,88.84130532073927,570.0189340493239,38.61514651207129,18.533522280260527,arabica,washed,1.4649025541112066,4.345884822966421,2.4362296028428747,3.6425750999180675,8.226930995781323
5.704595464437946,92.98551246757263,792.9941977887497,37.16825503686024,20.83656111850872,blend,honey,2.496391329037311,4.837686310735705,5.616027982569529,6.819816615924505,7.032972342852554
4.847869165226946,94.86821285947835,294.2389247471589,28.579880547500366,15.777346369649848,blend,washed,6.517475970878341,4.333114332033191,8.537218513111483,8.371684520874092,4.313778603738715
1.2287721406968566,94.75795066691629,660.6014282371002,35.017421355829946,24.743948076661667,blend,honey,3.9992678838812035,1.4775139829114954,5.664586224273425,9.748588248829554,7.558765610195993
1.97102284293974,93.57863100443386,176.8127184943912,35.09085748169365,24.86210744479603,blend,honey,4.561508971911811,5.100927946860096,7.833117146279431,9.839621060469055,6.806958447507143
