extraction_pressure,temperature,ground_size,extraction_time,dose_size,cup_size,bean_type,blend_info,processing_method,acidity,strength,sweetness,fruitiness,maltiness
1.4070456001948426,88.90110035193919,400,31.4012234017873,25.0,354.882,blend,,washed,4.009582783109908,5.3716046637690065,5.135840519139206,5.249697311643776,2.527673991485618
3.927972976869379,92.82573078889487,400,21.943529875415372,16.617084660877765,236.588,arabica,,honey,9.151595610873697,5.211398018401713,1.574616866297653,7.111681744105517,7.910446352592926
4.498095607205338,89.94226506175403,400,32.3001445339834,16.620100284641005,236.588,arabica,,washed,4.426005170960973,4.459439403038123,6.803414852372898,5.458891030658869,4.189885495394215
3.442141285965063,92.05844664474864,400,39.801077002085265,15.464864388324552,236.588,arabica,,natural,2.800194134001195,2.358857691089372,10.0,6.5898954802996315,6.503342071567424
8.458637582367365,92.06823768608716,400,22.801680304730482,15.271535582842906,236.588,robusta,,honey,7.646792349898029,6.920054162492059,2.35280319690627,4.456950505248481,7.057247380949799
4.210779940242304,91.28619747259806,400,30.366593047274733,15.599135907046238,236.588,robusta,"{'arabica': 34, 'brazilian': 35, 'ethiopian': 31}",honey,3.719355454051288,4.353515048126713,5.382134875061877,5.427655380227581,6.044103812415839
3.5284105871864266,87.72231816043526,400,37.54746143855911,22.285500461051374,354.882,blend,,honey,1.464434687236015,6.07166491474853,7.457084139784502,3.3316092798231303,1.6321248475801329
5.884264748424236,93.6824199647139,400,34.81537235508409,16.040145887907887,236.588,arabica,"{'arabica': 27, 'robusta': 73}",honey,4.898416691506487,5.20656648725285,6.437825341591904,6.629466736727138,9.097387361985263
2.2683180247728636,89.56624051977388,400,33.94031481990536,24.35465441107679,354.882,arabica,,natural,3.310916899235121,6.133074492637216,6.1825934050746225,5.705314980998978,3.3464889209456716
8.219772826786357,88.49214808319883,400,34.049681679742186,22.550519744272272,354.882,robusta,,honey,1.5838512671736225,10.0,5.641710083689267,2.3601093298819995,2.986634397070813
1.6709557931179373,87.32620113243811,400,27.189823024395103,15.0,89.0,arabica,,honey,3.3136487451249117,2.488208827372739,2.3226148238129274,4.382730232098369,1.6635269029770712
9.881982429404655,91.72714354550594,400,25.871836885289866,15.0,89.0,robusta,,washed,7.407870828355375,7.935875814152247,3.4669844482077594,3.889764087732698,6.163263269037186
7.9502029236699165,92.42051489473826,400,36.18722310957027,15.0,89.0,arabica,"{'colombian': 32, 'brazilian': 68}",honey,3.6990805265121884,5.73150704626891,9.253050129791268,5.159964554321195,7.261145767701603
2.7884411338075514,87.13270263142284,400,36.20226789358362,15.0,89.0,blend,,natural,1.8012644574967358,2.1694383813098512,7.043713212300846,1.535524884527473,1.0
1.0496990541124216,91.09674446639424,400,37.341446371602075,15.0,89.0,arabica,,natural,2.781637395131839,1.8602449935892982,7.759476661878192,7.329031660914841,6.070851034296973
8.339152856093508,88.8119662015835,400,38.26481105112943,15.0,236.588,arabica,"{'brazilian': 42, 'robusta': 15, 'arabica': 43}",natural,1.4389417137047456,5.4153499947513195,8.290234328466985,2.7895395851455476,2.946010908559945
7.361716094628554,92.1613823232756,400,30.226847977218757,15.0,89.0,robusta,,natural,6.175172172046269,5.7921902098505775,6.49169581641779,5.969421474948091,6.545193603425534
7.561064512368886,88.39493143203993,400,30.030325893743992,15.0,236.588,arabica,,honey,3.3677410094896647,5.229689460078984,5.07031768010084,1.0,3.0938024739633607
7.941433120173512,92.52750190481973,400,35.9659035793355,25.0,354.882,arabica,"{'robusta': 17, 'colombian': 60, 'arabica': 23}",honey,3.921782129760688,9.64204489029538,8.015275904050295,6.953086929948737,6.866267797650816
1.6664018656068134,90.09388277040429,400,32.999278615555305,15.0,89.0,robusta,,natural,3.279368894631392,2.3879909657368144,5.672517786989992,5.530739890223259,3.776387468523049
4.226191556898454,94.49383990989388,400,34.03933754515407,22.26556203719469,354.882,blend,"{'ethiopian': 81, 'arabica': 19}",natural,5.01817220445648,5.997788893184137,8.197543379570714,8.729240469390714,8.652255311868661
2.0428215357261674,88.10016755316795,400,35.91585338872202,15.0,89.0,blend,"{'robusta': 45, 'ethiopian': 55}",honey,1.5729781571106276,1.5189595194093797,7.021896917031713,3.270276544046842,2.540693472986763
8.767930832880342,89.72853080840207,400,37.800106836351326,15.0,89.0,robusta,,natural,2.155703519077881,5.22873324102573,8.568125366108234,3.496956016568058,3.4293824832041873
6.609683141448022,87.90778816992471,400,26.759903137030715,15.371343943354237,236.588,robusta,,washed,4.181014249920112,5.721698508382726,3.4137438908285223,1.5665859430844566,2.898658782157486
3.9780822236738427,94.3975489462285,400,27.51165905279888,15.86871666172586,236.588,robusta,,natural,8.29507400382084,3.847950331809771,5.7574154113236045,7.268538924740122,8.281277860565197
1.5720251525742128,94.01871482704784,400,21.87963879681738,23.263146361783512,354.882,robusta,,natural,8.198659382711837,6.229177453596701,2.293688947404466,10.0,9.744282364573845
3.79884089544096,89.06353302172124,400,31.56560281992348,15.597191141463261,236.588,robusta,,washed,3.457489523913316,2.7227631353668693,6.141060953802705,4.05414130928369,3.426983383037706
3.9266498982407234,92.27987236827343,400,20.71884547593484,22.45759416080499,354.882,blend,,washed,8.102819202312743,5.871973813531105,1.8473595988304918,6.55741416297286,6.891499858372413
7.566455605042576,93.53777760160973,400,29.311960362649202,15.0,89.0,blend,"{'colombian': 44, 'brazilian': 44, 'robusta': 12}",honey,7.488300961632383,5.83373545769689,6.950451853524919,6.730876776993941,8.082540258406475
6.738017242196918,91.4416064927957,400,30.85289269415153,15.0,89.0,robusta,,honey,5.075538668435233,6.454850223128731,5.136936576184034,5.261455342298803,6.196375361571198
8.98491468318694,91.23720462684805,400,25.730825042565687,15.0,236.588,arabica,,washed,7.2079717656307025,6.571329636008668,4.642755536510961,4.058933371514893,5.7480378539916375
5.249934326457543,88.93481832720362,400,31.816665211380215,22.48860175781078,354.882,robusta,,washed,2.317446318088573,6.927737880043006,5.450194626643203,3.9449858221418683,3.7283215591123278
2.0763482134447155,87.74482214244719,400,20.610004998780987,23.799513025287997,354.882,arabica,"{'ethiopian': 39, 'arabica': 61}",honey,6.58101953162456,5.354102590305746,1.0,5.957720834486336,1.8950387345841098
7.419203085006955,94.17772606362661,400,20.746963774984287,15.52387684620195,236.588,robusta,,natural,10.0,5.860784560938282,1.9113638169740796,6.426025082257556,9.150092702310873
7.847065437552077,94.20334445730664,400,36.45201121319317,16.255023204864145,236.588,robusta,,washed,4.5374060316543545,5.8623769219322766,8.409364140496482,6.51835167040004,8.921956408363044
6.051494778125466,92.06481165818614,400,27.20381282822526,16.456873412599244,236.588,blend,,honey,7.162415319835324,5.194701875673734,4.577102340846103,6.396144501192164,6.669440303598879
7.938704619591049,89.7122383283896,400,22.541210253037697,15.849247059836314,236.588,arabica,,natural,6.290382825199377,7.198362374518008,2.112512617462152,4.190175527675221,4.205169003884333
5.444160367279517,89.79367659690129,400,30.444865201096086,24.130627025278862,354.882,arabica,,washed,5.374572839199914,6.467170156337137,4.603043012214446,5.167945379645,3.287801975185641
5.704595464437946,92.80764543096191,400,35.39987106197222,23.397817277436335,354.882,blend,,natural,5.927419296023998,7.470475063425103,7.804327474962226,6.67047556672059,6.859508398779295
4.847869165226946,94.17688207962061,400,24.316420549936865,16.713539863755877,236.588,blend,,honey,7.92989739153303,3.5568233938919622,5.139431773230192,6.376876784095201,9.445624386584546
1.2287721406968566,94.09669139412094,400,32.45780951638,15.0,236.588,blend,,washed,5.314171663959868,1.9832845205064693,8.144420595247055,9.930868985340224,9.069210537450026
1.97102284293974,93.239004366861,400,21.70694929987536,15.0,236.588,blend,,natural,9.703878733638602,1.0,2.67019769509891,6.7161320430598686,7.9268882445422815
