extraction_pressure,temperature,ground_size,extraction_time,dose_size,cup_size,bean_type,blend_info,processing_method,acidity,strength,sweetness,fruitiness,bitterness
9.72918866945795,88.28977029803204,400,33.83790395385387,15.0,89.0,arabica,,washed,3.907928882332984,8.037817179921918,6.283588412426261,2.855686760934351,1.8811143712076908
8.491983767203795,94.43758121874059,400,33.03922519005201,15.0,89.0,robusta,,washed,7.503272683045412,6.473373110960569,7.015765896433074,5.894334972559012,8.696556292183315
2.9110519961044856,93.46496303651534,400,24.485386189211198,23.429386049136827,354.882,robusta,,honey,8.52356803383907,4.981492956269073,4.186411341295793,7.410044837334962,9.21649747214188
2.636424704863906,92.06723005208339,400,34.24358442695072,23.250102834616403,354.882,ethiopian,"{'ethiopian': 20, 'robusta': 55, 'arabica': 25}",honey,4.620953868818385,7.401973890926511,8.062227478447141,7.319943520474486,6.792575484546391
2.650640588680904,93.97168472150175,400,24.744981749936002,15.881703054811483,236.588,arabica,,natural,8.529848266994678,2.372215954613477,5.150898793875988,7.540923297946886,8.893193032979312
3.7381801866358395,93.42937661519292,400,26.507993963185356,16.219742401940458,236.588,ethiopian,,natural,8.571322947820427,4.78618991180057,5.768418566766038,7.663088816710034,8.187934860063931
5.72280788469014,88.49256047108828,400,34.92982810236048,15.0,89.0,arabica,,natural,4.371039949651772,6.108662383536129,7.8367170477528125,4.305358641319634,3.069667163782544
4.887505167779041,94.14047198791982,400,32.992657980944294,15.0,89.0,robusta,,washed,5.417257818228914,2.8239429610205034,7.560636591874626,5.783899031204314,10.0
3.6210622617823773,91.31473793532521,400,36.98446820988356,15.0,89.0,robusta,,washed,4.246794322805851,3.360800206426452,7.776038408349379,5.230726263224598,6.116056510794761
6.506676052501415,93.4595212413125,400,33.15225784600687,15.182288382899225,236.588,robusta,,natural,5.6629517106994935,4.884220133835003,7.5170823283875166,5.161778854703929,7.972917983319287
2.2554447458683766,94.16873039938794,400,31.36617206670943,15.186110260028945,236.588,robusta,"{'robusta': 38, 'arabica': 62}",washed,7.0483671122312455,1.921617307812772,7.491689670368983,9.23843522502902,8.99812127036566
3.629301836816963,89.54402779977491,400,21.87349535656185,16.68178844063528,236.588,ethiopian,,natural,7.442844036995517,4.348707731921987,1.5369727582821329,4.794737316033549,4.3975295083494
4.297256589643226,87.88041539622141,400,27.35431606118867,15.0,89.0,arabica,,honey,3.530242249800775,3.2281300279654643,5.025499782305219,4.996178645761383,1.6990670200425861
5.104629857953324,88.82348130033553,400,25.30404735363451,25.0,354.882,arabica,"{'robusta': 46, 'ethiopian': 13, 'arabica': 41}",natural,5.7733743663751875,7.290334082592098,4.0029668770736855,2.9113079503544057,3.477539707392605
8.066583652537123,90.41686230901006,400,24.87979286758167,15.669057214546248,236.588,ethiopian,,honey,6.874188152355101,6.409463658918918,3.546104171923196,3.7153324648534194,3.6836014106472486
2.7970640394252375,93.54411812737995,400,39.46021109504891,15.896461081247757,236.588,arabica,"{'robusta': 42, 'arabica': 19, 'ethiopian': 39}",washed,3.195331441595191,2.7241859268430124,9.557059806571912,7.897883227580977,8.247193107579246
5.628109945722504,93.88584466605074,400,27.861954493335208,15.0,236.588,robusta,,natural,7.710832305753277,3.665588897766009,5.264483702037587,6.863052732756892,9.060645256047422
6.331731119758382,87.05561704424953,400,37.84093110354227,16.092418399343032,236.588,arabica,"{'ethiopian': 21, 'arabica': 79}",washed,1.0,6.192841020234557,7.795913320243356,3.0935460343502044,1.697631948068579
1.4180537144799796,91.08597842062052,400,32.62277251994526,15.0,89.0,robusta,,honey,4.443408893793464,2.690258347996645,6.642222284660077,5.472602067329309,5.18748861467689
6.467903667112945,90.33928802519023,400,35.89622607083297,16.560848068354925,236.588,ethiopian,,honey,4.695099099208104,6.0600857203385186,8.44351274872093,5.481913502095781,4.0053165195237055
2.5347171131856236,88.77686248376584,400,30.052741862103844,15.241105193696528,236.588,arabica,"{'robusta': 15, 'ethiopian': 29, 'arabica': 56}",honey,4.151932814866864,2.3197585900533566,5.009369990466931,5.288648763374756,2.86860271179066
1.5854643368675156,87.95892293866946,400,31.53807769252718,15.0,89.0,ethiopian,,washed,4.397363850789323,1.3116102659920514,5.903591186669172,4.834213718105254,1.5160788021296978
9.539969835279999,89.70092137122903,400,29.850353876377277,15.0,89.0,arabica,,washed,3.9976325020879946,6.729126373885311,5.365311421247867,2.824032624391295,3.9640182092678926
9.690688297671034,94.54327763130016,400,23.90485975596089,15.0,89.0,robusta,,washed,10.0,9.437010895498872,4.522207012436786,6.195732998314026,9.482860607897058
8.275576133048151,89.58562345616605,400,34.44904230523011,15.0,89.0,ethiopian,"{'robusta': 38, 'ethiopian': 50, 'arabica': 12}",washed,3.695072596787912,7.265280960281324,6.9555731487411965,3.388642556771614,3.2492538655858305
3.741523922560336,91.15032497394692,400,25.615447248817116,25.0,354.882,arabica,"{'ethiopian': 30, 'robusta': 70}",honey,6.902215849161318,6.0693018617462915,4.590083854985684,4.581550586504159,6.07133515074572
1.8790490260574548,92.62415167116143,400,20.486319328629076,15.123512707121009,236.588,robusta,,honey,8.889947224038346,2.2939519293753285,3.0244112886255317,7.045215491596974,7.248563683374381
7.158097238609412,89.90903681903436,400,32.909445918143355,15.350412887767344,236.588,ethiopian,,natural,4.828605475117081,5.516926941198145,6.889475622359051,3.976212156055093,4.812896355916324
4.961372443656412,94.77425666176768,400,23.542213588140978,15.0,89.0,ethiopian,,natural,7.8166424695580705,4.707337727293492,4.656829801909155,8.16373939064964,8.823586124340594
2.0983441136030097,94.69957835953689,400,38.80917168705828,16.696783296083492,236.588,arabica,,washed,4.763787199149265,3.3012859036979108,9.454541845362161,6.617807722848007,9.153429569206303
5.456592191001432,89.01425836660292,400,39.07857154005175,15.0,236.588,arabica,,honey,2.0172626095986725,5.46992450187362,8.919673132665293,4.2255829829847755,3.5243753167523426
1.3094966900369656,90.97798804713908,400,38.29728780440897,15.0,89.0,arabica,,honey,2.320038991882064,1.0,9.70638185510037,5.511241071750053,5.0756812676188305
9.18388361870904,89.40702647853416,400,27.403174005108887,16.049347891224713,236.588,robusta,"{'robusta': 12, 'arabica': 56, 'ethiopian': 32}",honey,6.3300089557948125,7.531920243422651,4.690746450733811,3.4617060180936647,3.6256369593260858
3.3290198344001523,89.27872395501974,400,20.30913233057735,15.141051422303963,236.588,arabica,,natural,7.265623920772631,1.6588047160169586,1.0,5.065662536770517,3.563914008175798
6.962700559185838,87.29509557883627,400,38.566371251754504,15.0,236.588,ethiopian,,natural,2.0664161940988843,4.503003466503386,8.05362744023193,2.617810866899026,1.4111105166674849
3.8053996848046987,91.87651467183917,400,28.563682966346285,15.0,236.588,ethiopian,"{'ethiopian': 50, 'arabica': 20, 'robusta': 30}",honey,6.468384018458066,4.175835045394115,5.6832024140221,6.688028448873494,6.147295899452218
5.680612190600297,91.02143218583089,400,39.33309638087339,15.0,89.0,arabica,,honey,2.956215582581781,3.891039357080881,8.840500178347195,4.250166481068442,5.598754490795989
5.920392514089517,87.41183000999992,400,39.272399541785056,16.03712540594999,236.588,arabica,"{'robusta': 60, 'ethiopian': 40}",honey,3.0670650689064334,4.500820549913962,7.5229874211584375,3.809666857263057,1.072036908632667
2.6636900997297435,89.2291717138929,400,37.060189109347206,16.699934782406856,236.588,ethiopian,,natural,3.0361248757177135,3.2176724935973637,7.802669874557649,4.467336097312719,3.8449584125028955
9.726261649881026,94.26612708773322,400,25.888977841391714,15.210462304336351,236.588,robusta,"{'ethiopian': 72, 'robusta': 28}",honey,6.9725156017890235,8.117805950073137,4.5659581415079575,4.716711405765639,9.116970963958366
7.976195410250031,88.91649512533579,400,27.701954572038506,23.47598701223241,354.882,arabica,,honey,5.144257734419693,8.245957613064467,4.359877282535922,3.1114852159128588,3.233575327800518
9.455490474077703,88.15915897672978,400,37.02273343033714,15.933521364617478,236.588,arabica,,washed,2.983448662099106,4.625710445549282,6.710117554318815,1.0,3.5890172686661748
9.053446153848839,90.91562208222051,400,26.338440103125553,15.0,89.0,ethiopian,,washed,6.9069918246225015,6.256057555454686,4.714736462993455,4.296416851499572,4.8515226151980615
6.381099809299767,94.88520363288481,400,23.38985493372185,15.0,89.0,arabica,,natural,8.184552482632796,6.2032664742780765,3.84069691490616,6.904834470128409,10.0
9.296868115208051,88.936442172092,400,31.136025249167005,15.78805803753022,236.588,robusta,,honey,5.123327500979538,7.722801112296836,6.308776358182761,3.8062175361500974,1.8488217650788143
1.7964325184672756,92.37708437924702,400,38.723095483215616,15.0,89.0,ethiopian,,honey,2.7122483301419384,3.182243024391108,9.256279464158363,7.419044952116684,6.01003159919343
2.763845761772307,93.09295692262974,400,33.920595933499456,15.838716695047962,236.588,arabica,,washed,6.173080792746541,2.0364086504484473,7.772577898482732,6.122107979900462,7.234256499114671
1.4070456001948426,88.90110035193919,400,31.4012234017873,25.0,354.882,ethiopian,,natural,3.55921999532719,3.799488482519672,5.660630561753305,4.544160183598072,2.549973713294123
3.927972976869379,92.82573078889487,400,21.943529875415372,16.617084660877765,236.588,arabica,,washed,8.31908953399821,4.451034909391639,2.735892339490059,6.98424184614958,7.655798036576157
4.498095607205338,89.94226506175403,400,32.3001445339834,16.620100284641005,236.588,arabica,,washed,5.302988558108768,4.650858559945217,7.940419451221648,5.440374034135267,4.454969326557516
3.442141285965063,92.05844664474864,400,39.801077002085265,15.464864388324552,236.588,arabica,,washed,3.541723305008658,3.5943465779432846,9.446434112852941,7.181623258982213,6.56334184115604
8.458637582367365,92.06823768608716,400,22.801680304730482,15.271535582842906,236.588,robusta,,washed,8.480487432439059,7.478248553163418,3.9536599898547315,5.778726074278478,6.626828413466822
4.210779940242304,91.28619747259806,400,30.366593047274733,15.599135907046238,236.588,robusta,,honey,6.049374975282837,4.262259571315983,5.288804176037789,5.617571921354232,6.085854537138649
3.5284105871864266,87.72231816043526,400,37.54746143855911,22.285500461051374,354.882,ethiopian,,honey,3.1904954909426717,6.060311688728008,8.041878221451242,4.131329517533798,2.2292198693000436
5.884264748424236,93.6824199647139,400,34.81537235508409,16.040145887907887,236.588,arabica,,washed,6.116366139879604,5.801513785755371,8.58095973454148,7.4602560172507495,7.854452952248259
2.2683180247728636,89.56624051977388,400,33.94031481990536,24.35465441107679,354.882,arabica,,natural,3.7231610326216917,5.989147002734418,6.887764304430173,5.049377634282533,3.7060750991291185
8.219772826786357,88.49214808319883,400,34.049681679742186,22.550519744272272,354.882,robusta,"{'arabica': 52, 'ethiopian': 48}",natural,3.9854679785135994,9.729407440339093,6.311130934532418,3.2619381337222566,2.643871682142176
1.6709557931179373,87.32620113243811,400,27.189823024395103,15.0,89.0,arabica,"{'arabica': 49, 'ethiopian': 51}",natural,3.9096899687843956,2.828404221331575,3.6049794870379888,3.9471564715801217,1.6096342722731058
9.881982429404655,91.72714354550594,400,25.871836885289866,15.0,89.0,robusta,"{'robusta': 60, 'arabica': 40}",natural,6.961663265429089,8.864506140558507,4.130190087468815,3.955738417765097,5.931702917557446
7.9502029236699165,92.42051489473826,400,36.18722310957027,15.0,89.0,arabica,,washed,5.096316824677105,5.692991323593189,10.0,5.302698046457843,7.053468668783709
2.7884411338075514,87.13270263142284,400,36.20226789358362,15.0,89.0,ethiopian,,honey,2.5532229902530683,3.139937644691207,7.131707638511125,3.274316635006915,1.1642822776142794
1.0496990541124216,91.09674446639424,400,37.341446371602075,15.0,89.0,arabica,"{'arabica': 23, 'robusta': 14, 'ethiopian': 63}",natural,4.02479920318861,1.2318395873677934,8.914837926749847,6.366626864890532,5.256602472963757
8.339152856093508,88.8119662015835,400,38.26481105112943,15.0,236.588,arabica,,washed,2.444886688059287,5.800906199850148,9.482607741447788,2.4184352028288045,2.674304401807497
7.361716094628554,92.1613823232756,400,30.226847977218757,15.0,89.0,robusta,"{'ethiopian': 31, 'arabica': 69}",natural,6.767813598134218,5.25795346444897,5.594919699001314,5.15568654058529,6.855928002503721
7.561064512368886,88.39493143203993,400,30.030325893743992,15.0,236.588,arabica,,natural,4.535811672889609,6.401831038414311,5.145110271150417,3.4397676710691854,2.504125288051312
7.941433120173512,92.52750190481973,400,35.9659035793355,25.0,354.882,arabica,,washed,4.351680348616158,10.0,8.25194611971937,4.919562838925657,7.468678402632512
1.6664018656068134,90.09388277040429,400,32.999278615555305,15.0,89.0,robusta,,honey,5.0615810970809525,2.3077326726753142,6.624704804512855,5.731322983097816,3.953988756382331
4.226191556898454,94.49383990989388,400,34.03933754515407,22.26556203719469,354.882,ethiopian,,honey,5.016999193152439,5.9913016836315425,8.075172296755287,7.567194823539789,9.25522913469122
2.0428215357261674,88.10016755316795,400,35.91585338872202,15.0,89.0,ethiopian,,washed,3.2524495788968153,2.2261434296379687,6.8188817979163545,4.8209046457586515,2.1230804715371474
8.767930832880342,89.72853080840207,400,37.800106836351326,15.0,89.0,robusta,,honey,2.383410194269023,7.498314809793534,8.534000188993353,3.441279682146936,4.476529113514132
6.609683141448022,87.90778816992471,400,26.759903137030715,15.371343943354237,236.588,robusta,"{'ethiopian': 55, 'robusta': 9, 'arabica': 36}",washed,6.09867571963608,4.19155552842996,3.0829277370394728,3.8790135712840677,1.5510548038813525
3.9780822236738427,94.3975489462285,400,27.51165905279888,15.86871666172586,236.588,robusta,,washed,7.450878791982002,3.85766591106232,6.310646141797444,6.016585405853216,9.439568567084603
1.5720251525742128,94.01871482704784,400,21.87963879681738,23.263146361783512,354.882,robusta,"{'robusta': 37, 'arabica': 18, 'ethiopian': 45}",washed,9.044874616379897,4.792395216453768,3.843982347063289,10.0,9.022431934197769
3.79884089544096,89.06353302172124,400,31.56560281992348,15.597191141463261,236.588,robusta,,honey,4.720149135014237,4.263357683149071,5.561347097170923,3.9432824733962817,4.144673270776384
3.9266498982407234,92.27987236827343,400,20.71884547593484,22.45759416080499,354.882,ethiopian,,washed,7.304653744241784,4.8956136991632455,2.2864229150904984,6.597345009284121,6.436311732154479
7.566455605042576,93.53777760160973,400,29.311960362649202,15.0,89.0,ethiopian,,natural,6.380845977871926,7.256768972627597,6.325143616235194,5.344962072101227,8.026383142752202
6.738017242196918,91.4416064927957,400,30.85289269415153,15.0,89.0,robusta,,honey,6.262395012524902,5.601984271602228,5.699687263029206,5.510767610637534,5.528129463283501
8.98491468318694,91.23720462684805,400,25.730825042565687,15.0,236.588,arabica,,honey,7.414621219773062,7.176946309711681,5.354992930738498,4.511088094786858,4.931965619169861
5.249934326457543,88.93481832720362,400,31.816665211380215,22.48860175781078,354.882,robusta,,honey,4.517936149512194,6.614781222431299,6.163110714747567,3.619613128157409,4.059014085235426
2.0763482134447155,87.74482214244719,400,20.610004998780987,23.799513025287997,354.882,arabica,,honey,5.924097390346278,5.699745028513712,1.6273420365352487,5.046615564038393,1.2171742947785287
7.419203085006955,94.17772606362661,400,20.746963774984287,15.52387684620195,236.588,robusta,"{'robusta': 59, 'ethiopian': 41}",natural,9.702475999223736,6.103140679233758,3.4908115475770107,6.285490004147005,8.666789117052511
7.847065437552077,94.20334445730664,400,36.45201121319317,16.255023204864145,236.588,robusta,,honey,5.661565187798862,7.631553716990393,8.664536884893248,6.677346643402842,9.761645768611052
6.051494778125466,92.06481165818614,400,27.20381282822526,16.456873412599244,236.588,ethiopian,,honey,6.813378165084877,4.221821117401155,5.666380810796663,4.959709195626662,5.821359591990305
7.938704619591049,89.7122383283896,400,22.541210253037697,15.849247059836314,236.588,arabica,,washed,7.88611634022157,6.676231711735309,2.682653414239324,3.7358389247841064,4.429443904081994
5.444160367279517,89.79367659690129,400,30.444865201096086,24.130627025278862,354.882,arabica,,honey,4.582163471518224,7.995361224609165,6.234447585285671,5.901094193504845,3.4363739988430653
5.704595464437946,92.80764543096191,400,35.39987106197222,23.397817277436335,354.882,ethiopian,,natural,4.582132644234858,7.416891592106191,8.15297800523567,6.786528844372359,8.156948478096945
4.847869165226946,94.17688207962061,400,24.316420549936865,16.713539863755877,236.588,ethiopian,,natural,6.74134473211401,4.372123444069345,5.248969495952706,7.333728453780853,7.989053496052758
1.2287721406968566,94.09669139412094,400,32.45780951638,15.0,236.588,ethiopian,,natural,6.807018994961594,1.360038482266807,7.74127523629212,7.772017088693758,8.107043110260724
1.97102284293974,93.239004366861,400,21.70694929987536,15.0,236.588,ethiopian,"{'robusta': 39, 'arabica': 19, 'ethiopian': 42}",natural,8.90014028622292,2.3229880853971068,4.568030336077774,7.445801923136694,7.746418795239166
