extraction_pressure,temperature,ground_size,extraction_time,dose_size,bean_type,acidity,strength,sweetness,fruitiness,maltiness
9.72918866945795,86.77343415979405,722.7056779234239,21.56912762684532,24.50061967050805,arabica,6.2550165879666855,9.443322153065912,5.729492704738449,2.4668287448604205,2.8043522171443405
8.491983767203795,95.22667417576831,686.7651335523404,20.50701486830915,24.506071469375563,robusta,10.0,8.176241553989273,7.4449204486778084,7.093614660968184,3.0040943720886193
2.9110519961044856,93.88932417520859,301.8423785145038,39.2529682935585,20.73437888123286,robusta,3.30538306634667,3.2835025603987438,8.478267810241043,9.065142085010011,8.945731458146058
2.636424704863906,91.96744132161466,740.9612992127823,36.71960241024412,21.31837212169799,blend,5.050805141749449,3.5994182503139607,7.445886526921052,6.77751518937629,8.829079451155476
2.650640588680904,94.5860664920649,313.52417874712006,33.919484121873964,19.484455219783197,arabica,6.574632375679892,3.753671625479524,9.888831054226376,7.992177108225872,7.803758140591947
3.7381801866358395,93.84039284589026,392.859728343341,28.179058888285397,17.932107716980646,blend,8.128612060157211,2.274353476497951,7.229144929859767,9.128885506668391,4.155699002685621
5.72280788469014,87.0522706477464,771.8422646062218,23.465886401416917,18.28664545369916,arabica,5.848456106526737,5.575046004809216,2.4084695140469927,2.8507722703645944,1.7820232956985849
4.887505167779041,94.81814898338976,684.6696091424932,23.12874085342172,21.725184560770384,robusta,9.108324523060963,6.7443882268841815,6.064032584719639,7.268494580195647,2.110126634965689
3.6210622617823773,90.93276466107216,864.3010694447602,25.004857963291904,22.523745294376802,robusta,6.733427129751454,3.192776394706984,2.0655726061226174,5.232537111206242,3.594369833912678
6.506676052501415,93.88184170680469,691.851603070309,30.984533294122407,22.915790437258487,robusta,5.903969215016183,5.490059093314555,8.077101468164553,6.173980692846149,6.7976914949375296
2.2554447458683766,94.85700429915843,611.4777430019244,34.29191845400125,22.89618142794554,robusta,5.780395507271589,4.213051088856556,9.505884960514399,9.471678087653132,6.714499323554913
3.629301836816963,88.4980382246905,184.30729104528322,33.203947534354626,15.912061030486903,blend,2.8224452264988384,2.552527945879829,4.867116941682556,4.343902734976815,5.957946684859394
4.297256589643226,86.21057116980444,430.9442227534902,25.598677938918858,19.944203047025816,arabica,5.655763922998233,4.6500193649395545,0.7293648564371109,4.577431096960238,3.4596139591932697
5.104629857953324,87.50728678796136,338.6821309135529,39.097305613263885,15.575587600166443,arabica,0.6944154242666473,3.6327000444144772,5.260889335196614,4.267772425021638,7.649972502993573
8.066583652537123,89.69818567488882,319.59067904117524,34.75793833391537,20.495288823237356,blend,5.363909907761873,6.138978415359228,3.957387556401815,3.9863671957324343,6.848962028730149
2.7970640394252375,93.99816242514743,975.7094992772011,31.087081050228015,19.41530501373377,arabica,5.526089891469264,4.125357966071126,6.8045735939756185,9.203393401990132,5.135422446780416
5.628109945722504,94.46803641581978,453.78795220008436,32.234414924687044,23.877041827583,robusta,7.512329547665201,6.736440400103266,6.89584607362908,7.133645900066371,7.614563711548285
6.331731119758382,85.0764734358431,902.841899659402,28.3920012485558,18.509150125520787,arabica,3.3262979398698405,4.612958466569736,2.878118915950369,0.0,3.995139495836044
1.4180537144799796,90.61822032835322,668.0247633975366,24.95461979002315,16.170670164276057,robusta,7.295608406036868,2.6497912107639787,3.644400308897358,5.660852116722911,1.6390400113909196
6.467903667112945,89.59152103463657,815.3301731874835,27.119453573025233,16.42991682052836,blend,5.496972821084254,4.156297085960203,5.326383658063836,4.332537674448594,3.297241184540947
2.5347171131856236,87.44318591517803,552.3733837946729,35.15692220928738,22.61510631717472,arabica,4.160080175988822,3.2353675280625644,4.503417872580134,3.931089645938544,8.425115157031913
1.5854643368675156,86.31851904067051,619.2134961637232,20.287869772595116,21.18218063316261,blend,6.503912320316994,3.274234094711652,4.904141078983946,4.341719087410814,0.5601717040364644
9.539969835279999,88.71376688543991,543.2659244369775,22.321452810138325,16.011226761227903,arabica,7.567931572554274,6.602238262774831,4.875987720775358,2.615867282166768,1.2398804438989828
9.690688297671034,95.37200674303772,275.71868901824007,20.920052840435055,15.841068061149974,robusta,9.857133921525094,6.891325177599631,6.351436362671269,7.399920751191046,1.9537625224410053
8.275576133048151,88.55523225222831,750.2069037353548,20.814576046379404,22.0096913145912,blend,7.430823985549994,7.787881454608919,4.926332479074958,4.177975318706122,2.2138445062232512
3.741523922560336,90.70669683917703,352.6951261967702,37.10921168022014,15.727630063641936,arabica,4.237000483272256,3.3004654990162874,4.0488946316534795,5.663408462329819,5.775397350819746
1.8790490260574548,92.73320854784696,121.88436978830845,34.07315718760047,23.218600592903563,robusta,5.064114885205308,4.484163646802109,4.96722730673142,8.0395094999303,7.908093761338507
7.158097238609412,88.99992562617223,680.9250663164511,29.483476581746505,22.062422271564962,blend,4.32053788799721,6.237354079539267,2.8708226240478307,2.2663559307036873,4.256273037127824
4.961372443656412,95.68960290993057,259.399611466344,21.95668321302003,15.813487806418998,blend,8.826539674689709,3.204051436491444,5.672320112460813,8.392644437028618,2.846099052952939
2.0983441136030097,95.58692024436323,946.4127259176229,29.832317502336647,15.84837714085192,arabica,7.630154531478645,2.2702600015574834,8.235905871080325,8.357576996326992,5.507577627480375
5.456592191001432,87.76960525407901,958.5357193023286,29.469435415611315,24.866395785011754,arabica,4.35854806999733,6.540630041519606,6.108184576122515,3.510390283698235,5.84858743178981
1.3094966900369656,90.46973356481624,923.3779511984037,23.464037398200304,18.7427079575612,arabica,5.880247385679968,2.726511027742567,9.376217852022103,6.557209501660104,0.5136329139872343
9.18388361870904,88.30966140798446,433.14283022989997,28.67703298475946,18.706421470668907,robusta,5.4154132486771065,5.715974086907281,3.415372418970399,2.7533662269947268,3.645485325952682
3.3290198344001523,88.13324543815214,113.91095487598068,27.97009468794747,23.127995672575025,arabica,4.415214556013268,4.5964922345876005,5.504211368128564,3.912967469248847,5.072703605947348
6.962700559185838,85.40575642089986,935.4867063289529,32.317001961044326,24.472485773838585,blend,2.2809335765331147,8.551047388697024,2.3973174279513882,3.2452116307307355,6.166660518246538
3.8053996848046987,91.70520767377886,485.3657334855829,32.701873017352874,24.860010638228708,blend,5.333586046589116,6.001612450628132,3.8822898026250408,5.377354866685597,7.619689936010838
5.680612190600297,90.52946925551748,969.9893371393026,20.90608019544089,22.533781852589417,arabica,7.363178033730577,6.0177872164667185,7.128807988385586,4.012186391469078,1.9393809654065324
5.920392514089517,85.56626626374988,967.2579793803276,27.492252292529425,18.762595855309158,arabica,4.41003155139533,5.351780589534999,3.462467862650571,3.168716536664029,3.8657541803287216
2.6636900997297435,88.06511110660273,867.708509920624,32.51719831428473,15.835007166986689,blend,5.272396137527048,3.716611302460552,7.233378968183661,3.9032012608099294,5.227670215946105
9.726261649881026,94.9909247456332,365.00400286262715,30.062725171601755,22.771469159274368,robusta,7.064163893625865,10.0,5.912154379433607,5.832119837535222,5.302208554835545
7.976195410250031,87.6351807973367,446.58795574173274,37.12979682376644,20.58404249735805,arabica,1.9677701587638885,5.645574191599363,8.060446971159372,4.322652462585989,7.732908204252553
9.455490474077703,86.59384359300346,866.0230043651712,33.1738726323789,19.242220092469765,arabica,3.3824263448078318,6.20933632511456,6.014048750957074,2.185844375471703,6.327057776916423
9.053446153848839,90.3839803630532,385.2298046406499,23.258688541628594,24.06354385094736,blend,6.781879016522796,7.310541031892392,5.443016495194137,3.4426439963490436,3.04381490554114
6.381099809299767,95.8421549952166,252.54347201748323,21.411374948008596,16.111974823061512,arabica,9.87853633340536,4.084246656528236,8.167598983027679,8.31124913803058,1.1212395159251738
9.296868115208051,87.66260798662651,601.1211362125151,32.84838556412631,19.92625104290859,robusta,3.9650956219472655,7.368547171217433,2.9666034236608025,3.6498344105140617,6.375023816576595
1.7964325184672756,92.39349102146467,942.5392967447028,20.530226210832435,15.113536447674191,blend,8.736024763159719,1.5077034908436904,7.334957565732015,7.9598250393691385,1.1418203091217063
2.763845761772307,93.37781576861589,726.4268170074757,31.715511625469265,19.686606419941263,arabica,6.2963308115032115,2.2162799269388294,7.290707692162015,8.735240612318568,6.381318639174037
1.4070456001948426,87.6140129839164,613.0550530804285,38.80460482849915,15.563032756818373,blend,2.3339051311531955,0.0,4.786028401503164,5.189708944789193,8.399465411176854
3.927972976869379,93.01037983473046,187.45884439369166,31.50948355751758,16.18817916268072,arabica,7.198728659580816,2.6744810284586857,6.422662053325199,7.865941485211158,4.835932264141026
4.498095607205338,89.04561445991179,653.5065040292527,27.763398524130437,16.17526246777105,arabica,5.441899645049563,4.0411661155396015,7.025067116493274,4.522476595415471,3.278580577418015
3.442141285965063,91.95536413652937,991.048465093837,32.86576436884707,21.492103021160638,arabica,5.49675576343992,4.9661577331454385,7.1394155032513185,6.6435517225830445,8.005189941776718
8.458637582367365,91.96882681836985,226.07561371287164,29.165057809830333,22.460448792654233,robusta,6.930149229124543,9.005845865768551,5.890729577973576,5.287480410714808,5.249306764207347
4.210779940242304,90.89352152482235,566.4966871273631,30.9123357863187,20.833687650971598,robusta,5.810659660727438,4.585121722339536,7.467888672584719,6.305474031111485,6.173876927417851
3.5284105871864266,85.99318747059849,889.6357647351599,38.8292961755305,24.62172548474542,blend,1.3477546810787155,5.7921773059062955,0.8721028797171081,2.669996025798439,9.984998893667285
5.884264748424236,94.18832745148161,766.691755978784,27.722052756015486,18.74870579523704,arabica,8.180902892115796,5.637955370833367,8.59592924578702,7.360679519138127,3.6829933060708377
2.2683180247728636,88.5285807146891,727.3141668957412,39.22381127647829,17.857120862818608,arabica,1.8949134918897579,2.146089373952136,4.705556556813261,4.622379622164413,7.628170913538332
8.219772826786357,87.05170361439839,732.2356755883983,38.107012839121275,23.6859912818946,robusta,2.0268727317053057,8.030008166385477,1.680145835305624,2.1784700510505464,9.087545157386504
1.6709557931179373,85.4485265571024,423.54203609777966,23.915822695785927,17.235958385194525,arabica,4.710081140697867,2.597261505527366,0.0,2.155328127417206,1.2026696397682854
9.881982429404655,91.49982237507066,364.232659838044,21.38722601750331,24.632225394406113,robusta,8.563826718206728,8.496371037088533,7.6281408253957395,6.374117692515449,3.274448865642245
7.9502029236699165,92.4532079802651,828.4250399306623,22.01556002754853,15.121544746898163,arabica,9.164859491324703,6.226052893195119,8.543310929987348,4.968661827452565,1.1904739947580127
2.7884411338075514,85.18246611820642,829.1020552112627,20.364436513030995,24.698788267076388,blend,6.16121111671367,4.765247391723744,3.0160750299582246,2.334326754779271,2.382426070379955
1.0496990541124216,90.63302364129208,880.3650867220933,21.88885921511857,15.431599119505762,arabica,7.7777991519002985,1.073970748152654,8.62843976022017,5.917632193403728,0.6574451352010159
8.339152856093508,87.49145352717731,921.9164973008242,33.66013546832714,23.91143113698071,arabica,2.924019130075639,7.09787748738157,4.880884834229698,2.805078969109252,7.698029835469726
7.361716094628554,92.09690069450394,560.2081589748441,21.42377296920458,20.277011090863,robusta,7.962166891305655,5.732290492816622,8.518741980822002,5.348401523112564,1.0899128970258956
7.561064512368886,86.91803071905491,551.3646652184797,26.379512605875227,24.929647961193005,arabica,4.371676638120645,6.181454588532177,4.174917010227549,1.4592221052936896,5.638576805610716
7.941433120173512,92.60031511912713,818.4656610700977,36.897506219389086,15.737965647353988,arabica,3.225587161413723,5.236298455853483,6.771107431196547,6.14618944051081,7.333189810440958
1.6664018656068134,89.25408880930591,684.9675376999886,20.465438714716516,20.538542844013207,robusta,7.311775250095939,4.816345100235988,3.4825096524953714,6.121093997329787,0.004979506463752667
4.226191556898454,95.30402987610408,731.770189531933,36.28936965177871,24.69302535619099,blend,5.634587546952218,4.93235981878886,7.820084473976885,8.425867002346187,8.92792034840661
2.0428215357261674,86.51273038560592,816.2134024924909,25.637095495468,20.230978441701488,blend,6.572099422447555,5.23682103988698,3.1576019681019956,3.160608257315797,2.794265629632055
8.767930832880342,88.75172986155285,901.0048076358097,22.363296552433127,21.293986381352624,robusta,7.886534716582587,8.330214736850984,6.993881498356743,4.684790072968984,2.0617392991649584
6.609683141448022,86.24820873364648,404.19564116638225,33.934743307283014,21.957486889846173,robusta,3.2938944654472744,6.079084263233669,4.164999945935751,2.3542966834760923,6.904841635940166
3.9780822236738427,95.17162980106419,438.02465737594963,32.57885693559768,19.545410647677734,robusta,8.071440230724221,4.168393573990432,8.873105984809118,7.479905348743329,6.097968788269638
1.5720251525742128,94.6507328871908,184.58374585678212,37.549440270541055,21.275580800840636,robusta,6.144820585259979,3.2511944661093617,9.141040275997494,10.0,8.468169851390261
3.79884089544096,87.8373579048667,620.4521268965566,34.70142087607772,20.843143119231,robusta,2.0608521999412486,5.603607673829338,4.946496031478224,3.289305247546797,7.137994639331726
3.9266498982407234,92.25982450637596,132.34804641706788,36.06961860769697,24.01158010490989,blend,5.3945526484434865,5.952856490319192,6.755982562441348,8.81022062277533,9.617166493559173
7.566455605042576,93.98944420221338,519.0382163192141,25.64069145142613,15.454463803414578,blend,8.517286001739146,5.895261967157111,5.505393503017513,6.679280594349897,2.466272831887396
6.738017242196918,91.10720892759409,588.380171236819,23.548790875594456,17.8096318959223,robusta,7.299027350316095,5.462817696264686,7.786951210996302,5.868225988278146,1.365969832058023
8.98491468318694,90.82615636191608,357.88712691545595,35.012295032817164,24.504114840765588,arabica,3.515813097592014,8.520051437440074,5.024342306644957,2.5819912349401624,8.149079840662267
5.249934326457543,87.66037519990496,631.7499345121097,36.136694785345284,23.902637838909165,robusta,3.2979352577292786,6.340090265859023,5.689527610045583,2.3928126878256117,9.184546785347674
2.0763482134447155,86.0241304458649,127.45022494514448,39.81010284001347,19.55656752785713,arabica,0.0,2.866252780205442,4.403557223338106,4.402176617361021,9.509045324017828
7.419203085006955,94.86937333748659,133.61336987429297,28.25235353822853,21.20132597801537,robusta,7.713245648110023,5.731474858898219,6.9242780515764615,7.45935576489066,4.356872750969025
7.847065437552077,94.90459862879663,840.3405045936925,27.440361715855666,17.773811829811326,robusta,7.552594426323264,6.331446671280151,10.0,8.691901217914669,3.3164973026103537
6.051494778125466,91.96411603000595,424.1715772701366,35.528259214839935,16.881211597237613,blend,3.9229370796355005,3.484361779663211,5.909864734649526,6.20487641254007,7.913361490148267
7.938704619591049,88.72932770153571,214.3544613866963,26.816070805060356,19.63698404939982,arabica,6.491238968635006,6.413826422143578,3.7967156071082186,3.3350508875128586,3.3291747174618234
5.444160367279517,88.84130532073927,570.0189340493239,38.61514651207129,18.533522280260527,arabica,2.7062904595936663,4.332034056973251,5.098061870944543,5.404606293077711,9.714681578377588
5.704595464437946,92.98551246757263,792.9941977887497,37.16825503686024,20.83656111850872,blend,4.817063427561096,5.866011651247296,7.815953810336471,7.3588861993364585,9.187607880392687
4.847869165226946,94.86821285947835,294.2389247471589,28.579880547500366,15.777346369649848,blend,8.22646254005026,4.767756369267855,8.126691209621553,7.859546124821453,4.605795509161784
1.2287721406968566,94.75795066691629,660.6014282371002,35.017421355829946,24.743948076661667,blend,5.9372819308183225,4.850256032373582,6.337458354149774,8.219257763084599,8.166892640701853
1.97102284293974,93.57863100443386,176.8127184943912,35.09085748169365,24.86210744479603,blend,5.759206301398208,5.14450270296337,7.011286873896157,6.257096936815754,8.552620977808683
